Raw,Left 50,No %,,Address,Percent,Amount, ,ID,Amount,Cumulative %,Pareto,all,$10 or more,$50 or more,$100 or more
0x1CFBc922560A2Aa66f0d66930C8F166F832Ce6A218.026463648289440449 MobLP 0.0064%,0x1CFBc922560A2Aa66f0d66930C8F166F832Ce6A218.02646,0x1CFBc922560A2Aa66f0d66930C8F166F832Ce6A218.026463648289440449 MobLP 0.0064, ,0x1CFBc922560A2Aa66f0d66930C8F166F832Ce6A2, 0.0064,18.02646, ,235,18.02646,99.36,,33.67%,74.84%,,
0xF7b43db7561825566F67D74dEd5E586Bcb25929518.026083721634967185 MobLP 0.0064%,0xF7b43db7561825566F67D74dEd5E586Bcb25929518.02608,0xF7b43db7561825566F67D74dEd5E586Bcb25929518.026083721634967185 MobLP 0.0064, ,0xF7b43db7561825566F67D74dEd5E586Bcb259295, 0.0064,18.02608, ,236,18.02608,99.36,,33.81%,75.16%,,
0x6dbb95b7cf1575f7B7Bb09b4f47DF66f3Ff932b817.781044852942721745 MobLP 0.0063%,0x6dbb95b7cf1575f7B7Bb09b4f47DF66f3Ff932b817.78104,0x6dbb95b7cf1575f7B7Bb09b4f47DF66f3Ff932b817.781044852942721745 MobLP 0.0063, ,0x6dbb95b7cf1575f7B7Bb09b4f47DF66f3Ff932b8, 0.0063,17.78104, ,237,17.78104,99.37,,33.95%,75.48%,,
0x3C01a3D79fE30D78210629c3BAaE9Bd27eff4Db717.025161773974400533 MobLP 0.0061%,0x3C01a3D79fE30D78210629c3BAaE9Bd27eff4Db717.02516,0x3C01a3D79fE30D78210629c3BAaE9Bd27eff4Db717.025161773974400533 MobLP 0.0061, ,0x3C01a3D79fE30D78210629c3BAaE9Bd27eff4Db7, 0.0061,17.02516, ,238,17.02516,99.37,,34.10%,75.80%,,
0x68D8B1e6305D86106b44E50F737b1c1F3B9A223516.97637952378313815 MobLP 0.0060%,0x68D8B1e6305D86106b44E50F737b1c1F3B9A223516.97637,0x68D8B1e6305D86106b44E50F737b1c1F3B9A223516.97637952378313815 MobLP 0.0060, ,0x68D8B1e6305D86106b44E50F737b1c1F3B9A2235, 0.0060,16.97637, ,239,16.97637,99.38,,34.24%,76.11%,,
0x7B74457d60b238D195c693549f94f3E4b876DaA215.954196356013892725 MobLP 0.0057%,0x7B74457d60b238D195c693549f94f3E4b876DaA215.95419,0x7B74457d60b238D195c693549f94f3E4b876DaA215.954196356013892725 MobLP 0.0057, ,0x7B74457d60b238D195c693549f94f3E4b876DaA2, 0.0057,15.95419, ,240,15.95419,99.39,,34.38%,76.43%,,
0x508559075f3574eD02fBBED35f60d67D1e87E82e15.954070486892211077 MobLP 0.0057%,0x508559075f3574eD02fBBED35f60d67D1e87E82e15.95407,0x508559075f3574eD02fBBED35f60d67D1e87E82e15.954070486892211077 MobLP 0.0057, ,0x508559075f3574eD02fBBED35f60d67D1e87E82e, 0.0057,15.95407, ,241,15.95407,99.39,,34.53%,76.75%,,
0x2c221A9203492b79C3c43133ad2D6c0B3775B21415.952889599967085632 MobLP 0.0057%,0x2c221A9203492b79C3c43133ad2D6c0B3775B21415.95288,0x2c221A9203492b79C3c43133ad2D6c0B3775B21415.952889599967085632 MobLP 0.0057, ,0x2c221A9203492b79C3c43133ad2D6c0B3775B214, 0.0057,15.95288, ,242,15.95288,99.40,,34.67%,77.07%,,
0x72eF5647a5Bf0258da10Ef3cC1d9Beb841e4FF2815.952881298557082181 MobLP 0.0057%,0x72eF5647a5Bf0258da10Ef3cC1d9Beb841e4FF2815.95288,0x72eF5647a5Bf0258da10Ef3cC1d9Beb841e4FF2815.952881298557082181 MobLP 0.0057, ,0x72eF5647a5Bf0258da10Ef3cC1d9Beb841e4FF28, 0.0057,15.95288, ,243,15.95288,99.40,,34.81%,77.39%,,
0x42aFE93A50c9fBA4BF55DE264DA7BFaCdbd2ec7015.952873573193572582 MobLP 0.0057%,0x42aFE93A50c9fBA4BF55DE264DA7BFaCdbd2ec7015.95287,0x42aFE93A50c9fBA4BF55DE264DA7BFaCdbd2ec7015.952873573193572582 MobLP 0.0057, ,0x42aFE93A50c9fBA4BF55DE264DA7BFaCdbd2ec70, 0.0057,15.95287, ,244,15.95287,99.41,,34.96%,77.71%,,
0xdaB032187306Adf09D491561208121a034Af082615.952804063578608041 MobLP 0.0057%,0xdaB032187306Adf09D491561208121a034Af082615.95280,0xdaB032187306Adf09D491561208121a034Af082615.952804063578608041 MobLP 0.0057, ,0xdaB032187306Adf09D491561208121a034Af0826, 0.0057,15.95280, ,245,15.9528,99.41,,35.10%,78.03%,,
0xBd894D929802E09eE8ce3e700DAF187d4BFcE68c15.952751361246102099 MobLP 0.0057%,0xBd894D929802E09eE8ce3e700DAF187d4BFcE68c15.95275,0xBd894D929802E09eE8ce3e700DAF187d4BFcE68c15.952751361246102099 MobLP 0.0057, ,0xBd894D929802E09eE8ce3e700DAF187d4BFcE68c, 0.0057,15.95275, ,246,15.95275,99.42,,35.24%,78.34%,,
0x410c3BB8C87Df2b4767A1F3791dfF5B8388B950F15.952706486991515656 MobLP 0.0057%,0x410c3BB8C87Df2b4767A1F3791dfF5B8388B950F15.95270,0x410c3BB8C87Df2b4767A1F3791dfF5B8388B950F15.952706486991515656 MobLP 0.0057, ,0x410c3BB8C87Df2b4767A1F3791dfF5B8388B950F, 0.0057,15.95270, ,247,15.9527,99.43,,35.39%,78.66%,,
0xfF55A54cc8384deB2d8E5D273066bc44A18f12dc15.952090374715917198 MobLP 0.0057%,0xfF55A54cc8384deB2d8E5D273066bc44A18f12dc15.95209,0xfF55A54cc8384deB2d8E5D273066bc44A18f12dc15.952090374715917198 MobLP 0.0057, ,0xfF55A54cc8384deB2d8E5D273066bc44A18f12dc, 0.0057,15.95209, ,248,15.95209,99.43,,35.53%,78.98%,,
0xEad8a1Cf44389AE721BAf399188a2a0A8d2EB24615.393911130200637478 MobLP 0.0055%,0xEad8a1Cf44389AE721BAf399188a2a0A8d2EB24615.39391,0xEad8a1Cf44389AE721BAf399188a2a0A8d2EB24615.393911130200637478 MobLP 0.0055, ,0xEad8a1Cf44389AE721BAf399188a2a0A8d2EB246, 0.0055,15.39391, ,249,15.39391,99.44,,35.67%,79.30%,,
0x73157fe65D309c614Bb17941587Cc9DE8057D9D815.189229438226552963 MobLP 0.0054%,0x73157fe65D309c614Bb17941587Cc9DE8057D9D815.18922,0x73157fe65D309c614Bb17941587Cc9DE8057D9D815.189229438226552963 MobLP 0.0054, ,0x73157fe65D309c614Bb17941587Cc9DE8057D9D8, 0.0054,15.18922, ,250,15.18922,99.44,,35.82%,79.62%,,
0x1E69fDC52771ff8D8bdE8afb68FD6321781bf53414.822971371474380294 MobLP 0.0053%,0x1E69fDC52771ff8D8bdE8afb68FD6321781bf53414.82297,0x1E69fDC52771ff8D8bdE8afb68FD6321781bf53414.822971371474380294 MobLP 0.0053, ,0x1E69fDC52771ff8D8bdE8afb68FD6321781bf534, 0.0053,14.82297, ,251,14.82297,99.45,,35.96%,79.94%,,
0x31f5F88327Ea143322aB493F53FDaa42Da788BA013.985064508498489252 MobLP 0.0050%,0x31f5F88327Ea143322aB493F53FDaa42Da788BA013.98506,0x31f5F88327Ea143322aB493F53FDaa42Da788BA013.985064508498489252 MobLP 0.0050, ,0x31f5F88327Ea143322aB493F53FDaa42Da788BA0, 0.0050,13.98506, ,252,13.98506,99.45,,36.10%,80.25%,,
0xA6DE2e9B80eF5235Ce2240c2C2dE123e9cdd31b713.922498669329233828 MobLP 0.0050%,0xA6DE2e9B80eF5235Ce2240c2C2dE123e9cdd31b713.92249,0xA6DE2e9B80eF5235Ce2240c2C2dE123e9cdd31b713.922498669329233828 MobLP 0.0050, ,0xA6DE2e9B80eF5235Ce2240c2C2dE123e9cdd31b7, 0.0050,13.92249, ,253,13.92249,99.46,,36.25%,80.57%,,
0xbaf6EDBd144CF6c05E699550493Ee41C2BAdeA9013.099115535332812305 MobLP 0.0047%,0xbaf6EDBd144CF6c05E699550493Ee41C2BAdeA9013.09911,0xbaf6EDBd144CF6c05E699550493Ee41C2BAdeA9013.099115535332812305 MobLP 0.0047, ,0xbaf6EDBd144CF6c05E699550493Ee41C2BAdeA90, 0.0047,13.09911, ,254,13.09911,99.46,,36.39%,80.89%,,
0x351d3c2f48732A0ba349c0d2DBEE0d4E84d1559412.533363515491072596 MobLP 0.0045%,0x351d3c2f48732A0ba349c0d2DBEE0d4E84d1559412.53336,0x351d3c2f48732A0ba349c0d2DBEE0d4E84d1559412.533363515491072596 MobLP 0.0045, ,0x351d3c2f48732A0ba349c0d2DBEE0d4E84d15594, 0.0045,12.53336, ,255,12.53336,99.47,,36.53%,81.21%,,
0x88971D125D6B541ad4b9B5295158c0e73Dbac50C12.112690387319426565 MobLP 0.0043%,0x88971D125D6B541ad4b9B5295158c0e73Dbac50C12.11269,0x88971D125D6B541ad4b9B5295158c0e73Dbac50C12.112690387319426565 MobLP 0.0043, ,0x88971D125D6B541ad4b9B5295158c0e73Dbac50C, 0.0043,12.11269, ,256,12.11269,99.47,,36.68%,81.53%,,
0x27844bDbBd5fD7Ab16ae8F9b6FA62231AAd4c56A12.022229035927317217 MobLP 0.0043%,0x27844bDbBd5fD7Ab16ae8F9b6FA62231AAd4c56A12.02222,0x27844bDbBd5fD7Ab16ae8F9b6FA62231AAd4c56A12.022229035927317217 MobLP 0.0043, ,0x27844bDbBd5fD7Ab16ae8F9b6FA62231AAd4c56A, 0.0043,12.02222, ,257,12.02222,99.48,,36.82%,81.85%,,
0x19957b77C5cB6EFF62D25FA20713Ccb6619A05e511.979302058366134851 MobLP 0.0043%,0x19957b77C5cB6EFF62D25FA20713Ccb6619A05e511.97930,0x19957b77C5cB6EFF62D25FA20713Ccb6619A05e511.979302058366134851 MobLP 0.0043, ,0x19957b77C5cB6EFF62D25FA20713Ccb6619A05e5, 0.0043,11.97930, ,258,11.9793,99.48,,36.96%,82.17%,,
0x9861878C116eE0D29312c8C14c3952643584463B11.965294292970999697 MobLP 0.0043%,0x9861878C116eE0D29312c8C14c3952643584463B11.96529,0x9861878C116eE0D29312c8C14c3952643584463B11.965294292970999697 MobLP 0.0043, ,0x9861878C116eE0D29312c8C14c3952643584463B, 0.0043,11.96529, ,259,11.96529,99.48,,37.11%,82.48%,,
0xefA9eD5343aD81A8aB123786C0B8c38632CAAA7D11.959848692772304394 MobLP 0.0043%,0xefA9eD5343aD81A8aB123786C0B8c38632CAAA7D11.95984,0xefA9eD5343aD81A8aB123786C0B8c38632CAAA7D11.959848692772304394 MobLP 0.0043, ,0xefA9eD5343aD81A8aB123786C0B8c38632CAAA7D, 0.0043,11.95984, ,260,11.95984,99.49,,37.25%,82.80%,,
0xb0EE6FFC4B13B2c3b664a7A9f3FE6Eb0927e7ffd11.956828010316470618 MobLP 0.0043%,0xb0EE6FFC4B13B2c3b664a7A9f3FE6Eb0927e7ffd11.95682,0xb0EE6FFC4B13B2c3b664a7A9f3FE6Eb0927e7ffd11.956828010316470618 MobLP 0.0043, ,0xb0EE6FFC4B13B2c3b664a7A9f3FE6Eb0927e7ffd, 0.0043,11.95682, ,261,11.95682,99.49,,37.39%,83.12%,,
0x33e1357E04dD17883cb3c521cf202690817C791411.928175185035197136 MobLP 0.0042%,0x33e1357E04dD17883cb3c521cf202690817C791411.92817,0x33e1357E04dD17883cb3c521cf202690817C791411.928175185035197136 MobLP 0.0042, ,0x33e1357E04dD17883cb3c521cf202690817C7914, 0.0042,11.92817, ,262,11.92817,99.50,,37.54%,83.44%,,
0x02728E342e55c73965c8eAEdC3af59741cD8166111.512585759387786856 MobLP 0.0041%,0x02728E342e55c73965c8eAEdC3af59741cD8166111.51258,0x02728E342e55c73965c8eAEdC3af59741cD8166111.512585759387786856 MobLP 0.0041, ,0x02728E342e55c73965c8eAEdC3af59741cD81661, 0.0041,11.51258, ,263,11.51258,99.50,,37.68%,83.76%,,
0x849d73B17eeD80E5A816156Dfe3fa3d886497E4911.216316702932045436 MobLP 0.0040%,0x849d73B17eeD80E5A816156Dfe3fa3d886497E4911.21631,0x849d73B17eeD80E5A816156Dfe3fa3d886497E4911.216316702932045436 MobLP 0.0040, ,0x849d73B17eeD80E5A816156Dfe3fa3d886497E49, 0.0040,11.21631, ,264,11.21631,99.51,,37.82%,84.08%,,
0x8f23763A82147793C8d43622Ba5434239e7D8C2111.075599034555757211 MobLP 0.0039%,0x8f23763A82147793C8d43622Ba5434239e7D8C2111.07559,0x8f23763A82147793C8d43622Ba5434239e7D8C2111.075599034555757211 MobLP 0.0039, ,0x8f23763A82147793C8d43622Ba5434239e7D8C21, 0.0039,11.07559, ,265,11.07559,99.51,,37.97%,84.39%,,
0xa2009cCbC790144A25bA77F19aEC5e363937699411.075519221727767031 MobLP 0.0039%,0xa2009cCbC790144A25bA77F19aEC5e363937699411.07551,0xa2009cCbC790144A25bA77F19aEC5e363937699411.075519221727767031 MobLP 0.0039, ,0xa2009cCbC790144A25bA77F19aEC5e3639376994, 0.0039,11.07551, ,266,11.07551,99.51,,38.11%,84.71%,,
0x7d73D72990acDf7e3eA5E1776253baaE096817B711.075439475300124531 MobLP 0.0039%,0x7d73D72990acDf7e3eA5E1776253baaE096817B711.07543,0x7d73D72990acDf7e3eA5E1776253baaE096817B711.075439475300124531 MobLP 0.0039, ,0x7d73D72990acDf7e3eA5E1776253baaE096817B7, 0.0039,11.07543, ,267,11.07543,99.52,,38.25%,85.03%,,
0x8D2cC4920Df0EfD14E383aD211c47eb4E34e50f711.075359795198439173 MobLP 0.0039%,0x8D2cC4920Df0EfD14E383aD211c47eb4E34e50f711.07535,0x8D2cC4920Df0EfD14E383aD211c47eb4E34e50f711.075359795198439173 MobLP 0.0039, ,0x8D2cC4920Df0EfD14E383aD211c47eb4E34e50f7, 0.0039,11.07535, ,268,11.07535,99.52,,38.40%,85.35%,,
0x82ae8bc78AFFb1B9B0df245B52BAa8B7d106DBdA11.075280181348424567 MobLP 0.0039%,0x82ae8bc78AFFb1B9B0df245B52BAa8B7d106DBdA11.07528,0x82ae8bc78AFFb1B9B0df245B52BAa8B7d106DBdA11.075280181348424567 MobLP 0.0039, ,0x82ae8bc78AFFb1B9B0df245B52BAa8B7d106DBdA, 0.0039,11.07528, ,269,11.07528,99.52,,38.54%,85.67%,,
0xCA4269E0A4fc54Fb79A060b96875d59a478fA57511.075200633675898292 MobLP 0.0039%,0xCA4269E0A4fc54Fb79A060b96875d59a478fA57511.07520,0xCA4269E0A4fc54Fb79A060b96875d59a478fA57511.075200633675898292 MobLP 0.0039, ,0xCA4269E0A4fc54Fb79A060b96875d59a478fA575, 0.0039,11.07520, ,270,11.0752,99.53,,38.68%,85.99%,,
0x005254b0DbC7D591452CD668eC0Be408b1053b1c11.075121152106781726 MobLP 0.0039%,0x005254b0DbC7D591452CD668eC0Be408b1053b1c11.07512,0x005254b0DbC7D591452CD668eC0Be408b1053b1c11.075121152106781726 MobLP 0.0039, ,0x005254b0DbC7D591452CD668eC0Be408b1053b1c, 0.0039,11.07512, ,271,11.07512,99.53,,38.83%,86.31%,,
0x88577bE1cB5b8E6EE8C8C6E4FDaa5469427C896c11.075041736567099872 MobLP 0.0039%,0x88577bE1cB5b8E6EE8C8C6E4FDaa5469427C896c11.07504,0x88577bE1cB5b8E6EE8C8C6E4FDaa5469427C896c11.075041736567099872 MobLP 0.0039, ,0x88577bE1cB5b8E6EE8C8C6E4FDaa5469427C896c, 0.0039,11.07504, ,272,11.07504,99.54,,38.97%,86.62%,,
0x67220e6AeD700D965fb5eDb8CDa4576D7B57B28111.07496238698298118 MobLP 0.0039%,0x67220e6AeD700D965fb5eDb8CDa4576D7B57B28111.07496,0x67220e6AeD700D965fb5eDb8CDa4576D7B57B28111.07496238698298118 MobLP 0.0039, ,0x67220e6AeD700D965fb5eDb8CDa4576D7B57B281, 0.0039,11.07496, ,273,11.07496,99.54,,39.11%,86.94%,,
0x00A94EF6A96f0CbaC4C6c5365141B996609A080E11.074883103280657375 MobLP 0.0039%,0x00A94EF6A96f0CbaC4C6c5365141B996609A080E11.07488,0x00A94EF6A96f0CbaC4C6c5365141B996609A080E11.074883103280657375 MobLP 0.0039, ,0x00A94EF6A96f0CbaC4C6c5365141B996609A080E, 0.0039,11.07488, ,274,11.07488,99.54,,39.26%,87.26%,,
0x78631834aA131103D21Ec7Df24C3F6215f2AFe5711.074803885386463286 MobLP 0.0039%,0x78631834aA131103D21Ec7Df24C3F6215f2AFe5711.07480,0x78631834aA131103D21Ec7Df24C3F6215f2AFe5711.074803885386463286 MobLP 0.0039, ,0x78631834aA131103D21Ec7Df24C3F6215f2AFe57, 0.0039,11.07480, ,275,11.0748,99.55,,39.40%,87.58%,,
0xbb0Aee694446C9e9d6a3427FeE1F20C24Ab7B41c11.074724733226836676 MobLP 0.0039%,0xbb0Aee694446C9e9d6a3427FeE1F20C24Ab7B41c11.07472,0xbb0Aee694446C9e9d6a3427FeE1F20C24Ab7B41c11.074724733226836676 MobLP 0.0039, ,0xbb0Aee694446C9e9d6a3427FeE1F20C24Ab7B41c, 0.0039,11.07472, ,276,11.07472,99.55,,39.54%,87.90%,,
0x80916E756F1Ac52eef55D8d3F3F355e1550eC6fe11.074645646728318058 MobLP 0.0039%,0x80916E756F1Ac52eef55D8d3F3F355e1550eC6fe11.07464,0x80916E756F1Ac52eef55D8d3F3F355e1550eC6fe11.074645646728318058 MobLP 0.0039, ,0x80916E756F1Ac52eef55D8d3F3F355e1550eC6fe, 0.0039,11.07464, ,277,11.07464,99.56,,39.68%,88.22%,,
0x0BB58E64Ba17824a77D100b531067B7cDe50098e11.074566625817550534 MobLP 0.0039%,0x0BB58E64Ba17824a77D100b531067B7cDe50098e11.07456,0x0BB58E64Ba17824a77D100b531067B7cDe50098e11.074566625817550534 MobLP 0.0039, ,0x0BB58E64Ba17824a77D100b531067B7cDe50098e, 0.0039,11.07456, ,278,11.07456,99.56,,39.83%,88.54%,,
0x339FC736b742271C4a40136faC41F7cF4189833d11.074487670421279618 MobLP 0.0039%,0x339FC736b742271C4a40136faC41F7cF4189833d11.07448,0x339FC736b742271C4a40136faC41F7cF4189833d11.074487670421279618 MobLP 0.0039, ,0x339FC736b742271C4a40136faC41F7cF4189833d, 0.0039,11.07448, ,279,11.07448,99.56,,39.97%,88.85%,,
0xA6363d99006E04f5CC86A81a92Af1FdB41d7703811.074408780466353066 MobLP 0.0039%,0xA6363d99006E04f5CC86A81a92Af1FdB41d7703811.07440,0xA6363d99006E04f5CC86A81a92Af1FdB41d7703811.074408780466353066 MobLP 0.0039, ,0xA6363d99006E04f5CC86A81a92Af1FdB41d77038, 0.0039,11.07440, ,280,11.0744,99.57,,40.11%,89.17%,,
0x6481BC4e9d8E13e29246Fec2F66e364849D47EEe11.074329955879720705 MobLP 0.0039%,0x6481BC4e9d8E13e29246Fec2F66e364849D47EEe11.07432,0x6481BC4e9d8E13e29246Fec2F66e364849D47EEe11.074329955879720705 MobLP 0.0039, ,0x6481BC4e9d8E13e29246Fec2F66e364849D47EEe, 0.0039,11.07432, ,281,11.07432,99.57,,40.26%,89.49%,,
0xcB49f1f61aa5CC4bBc17Cbe5cAc57827Ee40d31c11.074251196588434259 MobLP 0.0039%,0xcB49f1f61aa5CC4bBc17Cbe5cAc57827Ee40d31c11.07425,0xcB49f1f61aa5CC4bBc17Cbe5cAc57827Ee40d31c11.074251196588434259 MobLP 0.0039, ,0xcB49f1f61aa5CC4bBc17Cbe5cAc57827Ee40d31c, 0.0039,11.07425, ,282,11.07425,99.58,,40.40%,89.81%,,
0x522fEc1A8b8957651D44dA02FBA08fa8bf1B3A7411.074172502519647187 MobLP 0.0039%,0x522fEc1A8b8957651D44dA02FBA08fa8bf1B3A7411.07417,0x522fEc1A8b8957651D44dA02FBA08fa8bf1B3A7411.074172502519647187 MobLP 0.0039, ,0x522fEc1A8b8957651D44dA02FBA08fa8bf1B3A74, 0.0039,11.07417, ,283,11.07417,99.58,,40.54%,90.13%,,
0xF9E9ed0F4b9a4B1A608cd37F898eAcBE34e5c94411.0740938736006145 MobLP 0.0039%,0xF9E9ed0F4b9a4B1A608cd37F898eAcBE34e5c94411.07409,0xF9E9ed0F4b9a4B1A608cd37F898eAcBE34e5c94411.0740938736006145 MobLP 0.0039, ,0xF9E9ed0F4b9a4B1A608cd37F898eAcBE34e5c944, 0.0039,11.07409, ,284,11.07409,99.58,,40.69%,90.45%,,
0x6366Fb39202431491ac69B65F659476f81B3850911.0740153097586926 MobLP 0.0039%,0x6366Fb39202431491ac69B65F659476f81B3850911.07401,0x6366Fb39202431491ac69B65F659476f81B3850911.0740153097586926 MobLP 0.0039, ,0x6366Fb39202431491ac69B65F659476f81B38509, 0.0039,11.07401, ,285,11.07401,99.59,,40.83%,90.76%,,
0xd13a4D252DB78d96d206b973b0Ca9549E16e6de311.073936810921339112 MobLP 0.0039%,0xd13a4D252DB78d96d206b973b0Ca9549E16e6de311.07393,0xd13a4D252DB78d96d206b973b0Ca9549E16e6de311.073936810921339112 MobLP 0.0039, ,0xd13a4D252DB78d96d206b973b0Ca9549E16e6de3, 0.0039,11.07393, ,286,11.07393,99.59,,40.97%,91.08%,,
0x801a72cA21deaBB94b1e6894022c518e991091CE11.073858377016112705 MobLP 0.0039%,0x801a72cA21deaBB94b1e6894022c518e991091CE11.07385,0x801a72cA21deaBB94b1e6894022c518e991091CE11.073858377016112705 MobLP 0.0039, ,0x801a72cA21deaBB94b1e6894022c518e991091CE, 0.0039,11.07385, ,287,11.07385,99.60,,41.12%,91.40%,,
0xa4c278509faf1D5107312237e21d4BFE58680Eb011.073780007970672936 MobLP 0.0039%,0xa4c278509faf1D5107312237e21d4BFE58680Eb011.07378,0xa4c278509faf1D5107312237e21d4BFE58680Eb011.073780007970672936 MobLP 0.0039, ,0xa4c278509faf1D5107312237e21d4BFE58680Eb0, 0.0039,11.07378, ,288,11.07378,99.60,,41.26%,91.72%,,
0xe771C33C1555248ad6C68ab359DEC0f06600929F11.07370170371278007 MobLP 0.0039%,0xe771C33C1555248ad6C68ab359DEC0f06600929F11.07370,0xe771C33C1555248ad6C68ab359DEC0f06600929F11.07370170371278007 MobLP 0.0039, ,0xe771C33C1555248ad6C68ab359DEC0f06600929F, 0.0039,11.07370, ,289,11.0737,99.60,,41.40%,92.04%,,
0xe7e0A8fFeB0eB80aD532071aE0BCe7Ba18920ea211.073623464170294918 MobLP 0.0039%,0xe7e0A8fFeB0eB80aD532071aE0BCe7Ba18920ea211.07362,0xe7e0A8fFeB0eB80aD532071aE0BCe7Ba18920ea211.073623464170294918 MobLP 0.0039, ,0xe7e0A8fFeB0eB80aD532071aE0BCe7Ba18920ea2, 0.0039,11.07362, ,290,11.07362,99.61,,41.55%,92.36%,,
0xDa00A69a7BBc3f3B98fD9741bDC3B212fbBc1Ce711.073545289271178671 MobLP 0.0039%,0xDa00A69a7BBc3f3B98fD9741bDC3B212fbBc1Ce711.07354,0xDa00A69a7BBc3f3B98fD9741bDC3B212fbBc1Ce711.073545289271178671 MobLP 0.0039, ,0xDa00A69a7BBc3f3B98fD9741bDC3B212fbBc1Ce7, 0.0039,11.07354, ,291,11.07354,99.61,,41.69%,92.68%,,
0xD6799F53Ecd9dd92A9dc679dF288b693d90c81Da11.073467178943492721 MobLP 0.0039%,0xD6799F53Ecd9dd92A9dc679dF288b693d90c81Da11.07346,0xD6799F53Ecd9dd92A9dc679dF288b693d90c81Da11.073467178943492721 MobLP 0.0039, ,0xD6799F53Ecd9dd92A9dc679dF288b693d90c81Da, 0.0039,11.07346, ,292,11.07346,99.61,,41.83%,92.99%,,
0x796c927CCbB2e26bF57780578Ed4Cc7dB7e1640011.073389133115398513 MobLP 0.0039%,0x796c927CCbB2e26bF57780578Ed4Cc7dB7e1640011.07338,0x796c927CCbB2e26bF57780578Ed4Cc7dB7e1640011.073389133115398513 MobLP 0.0039, ,0x796c927CCbB2e26bF57780578Ed4Cc7dB7e16400, 0.0039,11.07338, ,293,11.07338,99.62,,41.98%,93.31%,,
0x6A3EF475C5949210Be3dAeCA729b9b658eEE450511.073311151715157358 MobLP 0.0039%,0x6A3EF475C5949210Be3dAeCA729b9b658eEE450511.07331,0x6A3EF475C5949210Be3dAeCA729b9b658eEE450511.073311151715157358 MobLP 0.0039, ,0x6A3EF475C5949210Be3dAeCA729b9b658eEE4505, 0.0039,11.07331, ,294,11.07331,99.62,,42.12%,93.63%,,
0xfc888fADd4063cB98041A59A232183a6d4306da211.073233234671130278 MobLP 0.0039%,0xfc888fADd4063cB98041A59A232183a6d4306da211.07323,0xfc888fADd4063cB98041A59A232183a6d4306da211.073233234671130278 MobLP 0.0039, ,0xfc888fADd4063cB98041A59A232183a6d4306da2, 0.0039,11.07323, ,295,11.07323,99.63,,42.26%,93.95%,,
0xE6A1Ff1CDb17130212E8a1Ff596b8beadf11273511.07315538191177784 MobLP 0.0039%,0xE6A1Ff1CDb17130212E8a1Ff596b8beadf11273511.07315,0xE6A1Ff1CDb17130212E8a1Ff596b8beadf11273511.07315538191177784 MobLP 0.0039, ,0xE6A1Ff1CDb17130212E8a1Ff596b8beadf112735, 0.0039,11.07315, ,296,11.07315,99.63,,42.41%,94.27%,,
0x0367Ac69Bf1BcBb4ceDA408E7A1459aC18Ac5e7911.073077593365659985 MobLP 0.0039%,0x0367Ac69Bf1BcBb4ceDA408E7A1459aC18Ac5e7911.07307,0x0367Ac69Bf1BcBb4ceDA408E7A1459aC18Ac5e7911.073077593365659985 MobLP 0.0039, ,0x0367Ac69Bf1BcBb4ceDA408E7A1459aC18Ac5e79, 0.0039,11.07307, ,297,11.07307,99.63,,42.55%,94.59%,,
0x9251ba8d718c2C622b6cE601e4b4c61c21AB765711.072999868961435863 MobLP 0.0039%,0x9251ba8d718c2C622b6cE601e4b4c61c21AB765711.07299,0x9251ba8d718c2C622b6cE601e4b4c61c21AB765711.072999868961435863 MobLP 0.0039, ,0x9251ba8d718c2C622b6cE601e4b4c61c21AB7657, 0.0039,11.07299, ,298,11.07299,99.64,,42.69%,94.90%,,
0xB17ADD4E693335ae1a5593aD6B807D7B2499999911.013732469028750542 MobLP 0.0039%,0xB17ADD4E693335ae1a5593aD6B807D7B2499999911.01373,0xB17ADD4E693335ae1a5593aD6B807D7B2499999911.013732469028750542 MobLP 0.0039, ,0xB17ADD4E693335ae1a5593aD6B807D7B24999999, 0.0039,11.01373, ,299,11.01373,99.64,,42.84%,95.22%,,
0x38a26b2C1765C0B276DA851d3947C41D2B67894b11.010025794809825666 MobLP 0.0039%,0x38a26b2C1765C0B276DA851d3947C41D2B67894b11.01002,0x38a26b2C1765C0B276DA851d3947C41D2B67894b11.010025794809825666 MobLP 0.0039, ,0x38a26b2C1765C0B276DA851d3947C41D2B67894b, 0.0039,11.01002, ,300,11.01002,99.65,,42.98%,95.54%,,
0xb89842d4361a318D7729d58950676d464944848410.956358100453567864 MobLP 0.0039%,0xb89842d4361a318D7729d58950676d464944848410.95635,0xb89842d4361a318D7729d58950676d464944848410.956358100453567864 MobLP 0.0039, ,0xb89842d4361a318D7729d58950676d4649448484, 0.0039,10.95635, ,301,10.95635,99.65,,43.12%,95.86%,,
0x32Bfb07c933BaFbB2BE27204a1C5Eb6a40f7fDea10.515415663223111451 MobLP 0.0037%,0x32Bfb07c933BaFbB2BE27204a1C5Eb6a40f7fDea10.51541,0x32Bfb07c933BaFbB2BE27204a1C5Eb6a40f7fDea10.515415663223111451 MobLP 0.0037, ,0x32Bfb07c933BaFbB2BE27204a1C5Eb6a40f7fDea, 0.0037,10.51541, ,302,10.51541,99.65,,43.27%,96.18%,,
